Emotion,Score (bin),Testflag,Id,Tweet,Number of Records
anger,0.45,test,11280,@JustinRow10 madden is the reason why controllers are snapped,1
anger,0.35,test,11430,@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (՟ິͫઘ ՟ິͫ),1
anger,0.20,test,11537,@Kailyew hahah tiff sent me that too😂,1
anger,0.40,test,11191,"@KatherineArabis It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological.",1
anger,0.70,test,11312,@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now),1
anger,0.25,test,11656,@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.,1
anger,0.55,test,11152,@kjwinston11 2.  the N-word. But I think all Afr-Am are entitled to it: we shouldn't take away from them the insult they have claimed back.,1
anger,0.40,test,11506,@Kristiann1125 lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!,1
anger,0.45,test,11446,"@Kruzer You're not stealing my girl, I've solo'd Crota's End flawlessly. Do not try or face the wrath of the machine 😤",1
anger,0.70,test,11692,@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch,1
anger,0.40,test,11603,@laray_jenkins2 @SportsInsights yeah I know it unless our offense can get something going. That's a big if,1
anger,0.45,test,11154,@laureeenwillam can't cope wi her sour face and tiny pout 😡😡,1
anger,0.30,test,11282,@leepg \n\nLike a rabid dog I pulled out the backs of my cupboards looking for a bakewell..Found a french fancie &amp; a mini batternburg #Winner!,1
anger,0.25,test,11534,@lericoo 35. Do you hold a grudge against your ex?,1
anger,0.50,test,11622,"@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!",1
anger,0.35,test,11659,"@LindaStein1 Me too,I really hope the writers decide to give us an return to McDanno we all love w/o resentment &amp; animosity fingers crossed",1
anger,0.50,test,11517,"@Lizombi There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.",1
anger,0.60,test,11674,@lmench i'm actually offended by it.  naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?,1
anger,0.60,test,11189,@loueezecee I don't know how much more of that bloody pout I can take!!,1
anger,0.90,test,11000,@louiseannexx u fucked my house up I'll always hold a grudge,1
anger,0.35,test,11218,@LoyalLadyMalfoy &lt;• change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is •&gt;,1
anger,0.45,test,11221,"@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and",1
anger,0.50,test,11349,@lyssababe615 \nIf this room was burning 🔥,1
anger,0.20,test,11608,@macmel19 come play madden at my house after school,1
anger,0.55,test,11144,"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",1
anger,0.60,test,11287,@majesticmata didn't even realise you used that insult it was that shit mate,1
anger,0.45,test,11105,@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,1
anger,0.25,test,11505,@Markk1872  Red heads are more fiery.,1
anger,0.45,test,11551,@MartinClouseau - as CEO of a charity you could reasonably expect @eduardo_LACS not to attempt to crudely inflame tensions.,1
anger,0.60,test,11574,@Matt_Lat fuming ain't the word,1
anger,0.30,test,11637,@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace,1
anger,0.50,test,11082,"@mattstottwrites For me not so much outrage as ‘oh, using female body to sell something, AGAIN’",1
anger,0.40,test,11112,@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage,1
anger,0.50,test,11273,"@memorie_holiday @AngryOrchard about 2 wks ago,playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting.",1
anger,0.70,test,11417,"@Mick727XD I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished.",1
anger,0.60,test,11662,@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?,1
anger,0.15,test,11168,@missblair140 AWH tiff you're such a great friend I love you :(( thank you,1
anger,0.55,test,11507,@MisterAK47 it's very telling that racist bigots always resort to the insult 'fag' like that's worse than being a racist bigot.,1
anger,0.40,test,11607,@MJPWGaming exactly not some flaming reject from fast and furious,1
anger,0.40,test,11422,@mofspades or maybe he's like my dad and no hair grows on his body... (I will always resent my mother's genes for taking this from me),1
anger,0.45,test,11547,@Mysbananen yes hc and we got him very low. I know how it feels. Our damage is low enough as it is never mind having the rng of being enrage,1
anger,0.45,test,11011,"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?",1
anger,0.55,test,11563,"@natalie_bloomer You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.",1
anger,0.50,test,10990,@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge 🙌🏼🙌🏼,1
anger,0.35,test,11100,@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils,1
anger,0.50,test,11200,@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),1
anger,0.65,test,11371,@omgitsbrittanyy @WittLowry u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol 🖕🏻,1
anger,0.55,test,11493,@PAULROVlA the first resulted in me angrily sobbing and ranting about finnick in the cinema,1
anger,0.40,test,11210,@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended,1
anger,0.40,test,11086,@PearseDoherty @harrymcgee @IrishTimes That might sting for a bit lads but you'll get over it.     #betterwithsinnfein,1
anger,0.25,test,11294,@PediMGHHMS3 sickle cell if right pt background. Or could be JIA or an allergic reaction to a bite e.g. bee sting among others.,1
anger,0.50,test,11453,"@Pharah_Amari [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --",1
anger,0.25,test,11134,@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,1
anger,0.40,test,11617,@Plasma_Assassin @ArmouredDove @BallsOnY0u N-no. Because of your wrath.,1
anger,0.45,test,11500,@politicalTigres @Saifullah_Uchvi welcome ji . sorry for words that irritate u,1
anger,0.45,test,11328,@pxrfectpeach it's got her little pout,1
anger,0.40,test,11434,"@RadiateZen That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn",1
anger,0.30,test,11220,"@rawhidevelvet No offense, but isn't it a little late to be getting a radio broadcast degree? Isn't that going to be over in a decade or 2?",1
anger,0.50,test,11114,@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.,1
anger,0.35,test,11644,"@RelUnrelated While I do not see Sailer Mars being a raging liberal, I doubt that she would say such a thing.",1
anger,0.35,test,11176,@Remedy0_ switch host no bullet rage.,1
anger,0.60,test,11465,@RMCunliffe I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?,1
anger,0.55,test,11685,"@robert7019 @itzamadhouse @skyler12388\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)",1
anger,0.40,test,11124,@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism,1
anger,0.65,test,11646,"@RogueFatale Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks...",1
anger,0.55,test,11543,@RossKemp watching on +1. I would have been straight out of there with the guy who was getting irate! #ExtremeWorld,1
anger,0.60,test,11536,"@RussellHartness @Mariners @BlueJays :  Wrongdoing!  Grrr.  After the fact, I know, but emailing displeasure now anyway .",1
anger,0.50,test,11650,@sarahhiggins90 @lokiscottishrap So much animosity towards Loki who is fighting the same battle as you. Surely not the best use of energy.,1
anger,0.55,test,11366,@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,1
anger,0.40,test,10951,@shae_caitlin ur road rage gives me anxiety.,1
anger,0.40,test,11429,@SharadK7 awaiting to see ur new avataar #rowdy #action #angry young man,1
anger,0.50,test,11364,@shod_jpg aye man she was fuming xo,1
anger,0.40,test,11068,@Shonna_Ludi @_braaaat_ 😂😂😭😭😭 resentment,1
anger,0.60,test,11602,@simondawkins23 @Titchlar81 clicked the wrong side was fuming 😭,1
anger,0.40,test,11113,@SINice Damn..  Lol..  Maybe it is for the best though..  Her brother might still be lookin for revenge 😂,1
anger,0.50,test,11492,"@Sirenja_ @JaxOfBo (like, hope i didn't offend with my commentary - it wasn't what I was intending!)",1
anger,0.30,test,11469,@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through,1
anger,0.50,test,11192,"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation",1
anger,0.45,test,11017,@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything,1
anger,0.55,test,11019,@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.,1
anger,0.25,test,10944,@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍,1
anger,0.40,test,10991,"@SpookyHelder ...specifically are the cause of it all, and they resent being considered the enemy.",1
anger,0.45,test,10965,@SportingTommo @ASFCofficial no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.,1
anger,0.35,test,11237,"@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.",1
anger,0.65,test,11233,@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad,1
anger,0.60,test,11620,@Supergold2002 Terence- got a lot of anger issues from my family and school.,1
anger,0.45,test,11195,@Susan_Wilde @oohincensed @TheCanarySays no! Kinda offended that you had to ask,1
anger,0.40,test,11172,"@SwiftShimada SPARKLES, proud little huff. Still posing mind you.",1
anger,0.25,test,11255,@takumasgirl I fell and heard a snap hffffhj,1
anger,0.15,test,11361,@TDsNation only good thing in madden is DC,1
anger,0.30,test,11341,@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol,1
anger,0.35,test,11232,@Thatguy_dree @RecklessWonder_ neither one of y'all can see me in this madden,1
anger,0.35,test,11102,@THATSSHAWTYLO passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club. That's rough stuff,1
anger,0.35,test,11353,"@TheAlexValle Tio Valle, please! WNF grudge match @Anti with Low Tier God!!!",1
anger,0.60,test,11531,@theGenghisJon You had to do some research to come up with new insult.  Are you allowed to read anything but brietbart?,1
anger,0.50,test,11174,@thehill no wonder USA is going to shit with such outrage over a simple analogy.,1
anger,0.70,test,11611,"@TheJuanWilliams Where is your indignation and outrage over the UNARMED DEAF WHITE man who was shot and killed by black officer in CLT, NC?",1
anger,0.70,test,10978,@TheRevAl please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!,1
anger,0.45,test,11586,@TobyIrish1 Yes but you were specifically fuming about him not signing enough people,1
anger,0.45,test,11281,@TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime,1
anger,0.10,test,11606,@tommyrosen @InTheRoomsCEO @cate_baily Always so happy to support you brother. Keep that fire burning &lt;3,1
anger,0.70,test,11445,@tomwilcox77 @mattgrime fuming,1
anger,0.45,test,11211,@tony_tr3 I'd say your outrage is the really FAUX outrage.,1
anger,0.30,test,11403,@tttinplay nice. why are u fuming then 😂,1
anger,0.55,test,11202,@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.,1
anger,0.50,test,11090,"@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so",1
anger,0.50,test,11303,"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",1
anger,0.45,test,11380,"@VeyGraphics I had to unfollow, he got trolled by trolls. His revenge trolling just caused a lot of collateral damage.",1
anger,0.45,test,11438,@victoriarghhh not mad but tilting? slightly irate? is that cool?,1
anger,0.70,test,11535,@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,1
anger,0.40,test,11101,@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox 😅 I get raging migraines without coffee :/,1
anger,0.35,test,11057,@WinchesterGank If only. Lol I just wish once he understood the crazy of his rabid fans &amp; addressed it.,1
anger,0.40,test,11385,@xBladeMania 'I didn't see them???' huff.,1
anger,0.50,test,10979,@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...,1
anger,0.40,test,11062,"@Yannarell @LOLGOP Despite your #outrage fatigue, don't lose your shine",1
anger,0.60,test,11283,"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",1
anger,0.45,test,11108,@zavierdaniels had to snap going crazy 😭😭,1
anger,0.70,test,11135,#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,1
anger,0.35,test,11573,#Azerbaijan #Baku Azerbaijan to prevent another Armenian provocation in Russia,1
anger,0.55,test,11587,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,1
anger,0.55,test,11207,"#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout",1
anger,0.40,test,11582,#DonKing lion of #black community speaks truth to power of @POTUS insult 'black vote is given away cavalierly...playing by (@TheDemocrats)',1
anger,0.45,test,11532,#IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank\n#TerrorStatePak,1
anger,0.45,test,11604,#ParentsofAddicts: let #wellness be your #revenge! -Al Anon speaker,1
anger,0.55,test,11048,#Scorpio always seek revenge!,1
anger,0.55,test,11340,"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",1
anger,0.40,test,11373,"#TheWordOfGOD #taught, #preached #correctly will #ComfortTheAfflicted &amp; #AfflictTheComfortable; it will #offend &amp; #TellTheTruth #AboutSin!",1
anger,0.40,test,11413,#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away.,1
anger,0.30,test,11578,10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO,1
anger,0.40,test,11229,"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.",1
anger,0.55,test,11073,A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,1
anger,0.30,test,10994,"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol",1
anger,0.35,test,11447,A persons opinion doesn't offend me at all,1
anger,0.30,test,11387,"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",1
anger,0.45,test,11244,All options are on the table - #revenge is coming.,1
anger,0.35,test,11251,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO,1
anger,0.60,test,11128,"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.",1
anger,0.65,test,11250,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,1
anger,0.35,test,11588,"And Republicans, you, namely Graham, Flake, Sasse and others are not safe from my wrath, hence that Hillary Hiney-Kissing ad I saw about you",1
anger,0.55,test,11033,"And to discriminate only generates hate\nAnd when you hate then you're bound to get irate,",1
anger,0.65,test,11397,Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder,1
anger,0.30,test,11352,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂,1
anger,0.55,test,11610,"as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia",1
anger,0.50,test,11259,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so,1
anger,0.30,test,10941,"At the point today where if someone says something remotely kind to me, a waterfall will burst out of my eyes",1
anger,0.75,test,10975,At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily,1
anger,0.50,test,10966,Autocorrect changes ''em' to 'me' which I resent greatly,1
anger,0.25,test,11541,"Being #relentless is absolutely the only way to success. Never, ever, ever give up!",1
anger,0.50,test,11231,"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming",1
anger,0.30,test,11300,Beyoncé resentment gets me in my feelings every time. 😩,1
anger,0.70,test,11570,Blood is boiling,1
anger,0.30,test,11370,Bon on allume madden,1
anger,0.25,test,11513,bows are world of tank creats rubberbath sting weeks of,1
anger,0.35,test,11681,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,1
anger,0.35,test,11655,"But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorry💁🏻😊",1
anger,0.55,test,10967,Candice on great british bake off with that pout does my head in 👊🏻🙄,1
anger,0.50,test,11317,Chick told me I look like Childish Gambino. #insult or #compliment,1
anger,0.30,test,11333,Clash of the titans and wrath of the titans 🙌🏾🙌🏾🙌🏾 🔥,1
anger,0.60,test,11558,Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka',1
anger,0.75,test,11240,Constantly fucking boiling and it's not ok,1
anger,0.35,test,11485,Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations,1
anger,0.75,test,11301,Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡,1
anger,0.85,test,11115,Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!,1
anger,0.35,test,11181,Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D,1
anger,0.25,test,11193,"Do not be angry with God because you do not get what you want, for God gives most when you expect least.",1
anger,0.20,test,11630,"Does Bret have a point? Cena, Balor, sting...",1
anger,0.50,test,11533,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,1
anger,0.60,test,11691,Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️,1
anger,0.35,test,11418,"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace ✌️️",1
anger,0.25,test,11106,ethan was with someone in the car when he did his revenge on grayson,1
anger,0.60,test,11278,Everton not playing and fume on here have day off,1
anger,0.10,test,11326,Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy,1
anger,0.50,test,11642,Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞,1
anger,0.60,test,11557,Everyone is raging,1
anger,0.60,test,11236,"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",1
anger,0.80,test,11546,Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle,1
anger,0.25,test,10971,Fast and furious 6 this Monday 10 pm on mbc 2 😍😍😍😍😍😍😍,1
anger,0.35,test,11435,Fear the fearsome fury of the forest fawn!,1
anger,0.50,test,11524,Feel the wrath of my air-dropped pamphlets!,1
anger,0.30,test,11483,finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet,1
anger,0.50,test,11143,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,1
anger,0.35,test,11457,For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote,1
anger,0.65,test,11219,Forever raging 😏😂😭,1
anger,0.30,test,11093,"Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.",1
anger,0.25,test,11699,Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.,1
anger,0.90,test,11368,Fuckin hell even seeing your face makes me fume,1
anger,0.70,test,11360,fuming,1
anger,0.55,test,11359,"Glasgow Girls' is a real tonic @stratfordeast:an eclectic range of songs, barbed humour and eloquence in its fiery rage against injustice",1
anger,0.25,test,11410,"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼",1
anger,0.35,test,11339,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury",1
anger,0.25,test,11406,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town",1
anger,0.60,test,11153,Having one of those #angry days. I will have to stop watching #news.,1
anger,0.40,test,11645,He who is affected by an insult is infected by it.,1
anger,0.70,test,11213,Height of irritation when a person makes a hilarious chusssss.... Plz die....😬😬,1
anger,0.45,test,11519,Hell hath no fury like a bureaucrat scorned. ― Milton Friedman,1
anger,0.45,test,11363,Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,1
anger,0.40,test,11518,Hell hath no fury like a sound technician scorned'\n\nThat's the quote right,1
anger,0.60,test,11458,Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously,1
anger,0.30,test,11478,hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18,1
anger,0.90,test,11554,Honestly fuming,1
anger,0.35,test,11307,how can you hold a grudge for over a year I can barely hold one for a few minutes,1
anger,0.45,test,11157,Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,1
anger,0.55,test,11032,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.,1
anger,0.60,test,11571,i already gets aggravated too fast like why aggravate me on purpose?,1
anger,0.30,test,11661,I am their fury. I am their patience. I am a conversation.,1
anger,0.30,test,11690,I am their fury. I am their patience. I am a conversation. 💙❤️✨,1
anger,0.25,test,11080,I base when it's going to rain here off of brills snap stories.,1
anger,0.25,test,11688,I be trying to not stay playing madden and 2k 17 but its just so addictive 😭😭,1
anger,0.55,test,11664,I bet @mmunro91 is fuming with our draw 👀,1
anger,0.75,test,11212,I can already tell this programme is going to infuriate me #ExtremeWorld,1
anger,0.50,test,11426,I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,1
anger,0.60,test,11600,I can't have a dog in my flat! Literally no reason either! Sorry potential doggie! #landlords #doglover #sad #angry #rescuedog #dog ;_;,1
anger,0.35,test,11315,I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? 😅,1
anger,0.15,test,11066,"I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked.",1
anger,0.45,test,11540,"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",1
anger,0.65,test,11085,"I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of £20 - I was fuming @EmmaGould_ I miss you",1
anger,0.35,test,11575,I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,1
anger,0.40,test,10956,I just got murdered in madden. 🤕,1
anger,0.30,test,11595,I just killed a spider so big it sprayed spider guts on me like a horror movie.\n #ugh,1
anger,0.50,test,11018,I just killed a spider so big it sprayed spider guts on me like a horror movie.\n#ugh #revenge,1
anger,0.45,test,11612,"I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.",1
anger,0.65,test,11170,I only have to wave a fiery cross and we will f**kin' do this!,1
anger,0.60,test,11009,I really wish my road rage wasn't so damn bad lmaooooo,1
anger,0.50,test,11209,i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me,1
anger,0.50,test,11258,I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,1
anger,0.60,test,11609,I swear I got anger issues but my heart big AF...,1
anger,0.35,test,11669,"i swear to god the worst drug is loving someone. physical withdrawals aren't that bad, emotional withdrawals sting a little more",1
anger,0.40,test,11623,"I think it's time to change my #irate motif, now that #TalkLikeAPirate Day is over, but...Pirate Minion is so cute, I don't want to. 😟",1
anger,0.60,test,11261,I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tøp cover of cancer,1
anger,0.60,test,11496,i used to think the fire detector going off at my old place when boiling water was bad but this one went off bc of DUST and wouldnt turn off,1
anger,0.25,test,10950,I wanna see you smile I don't wanna see you make a frown,1
anger,0.30,test,10963,I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh 😅,1
anger,0.60,test,11516,I'd pay good money to watch someone slap that pout off Candice.,1
anger,0.75,test,11390,I'd rather dump gasoline all over myself and run into a burning building than use Excel.,1
anger,0.60,test,11337,i'll get my revenge soon,1
anger,0.30,test,11077,I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.,1
anger,0.80,test,11415,I'm furious!!!!,1
anger,0.65,test,11615,I'm much to full of resentment,1
anger,0.30,test,11639,I'm not sure if burning and looting really can positively impact a community,1
anger,0.70,test,11542,I'm not use to getting up early asf this shit goin irritate me.,1
anger,0.40,test,11700,i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired,1
anger,0.45,test,11163,"I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.",1
anger,0.20,test,11336,I've never seen fast &amp; furious Tokyo drift. Boutta watch it,1
anger,0.50,test,11698,Id love 2 c Gyimah in action but his coach is holding a grudge against him!,1
anger,0.50,test,11248,"If angry, bash out your frustration on the pastry #GBBO",1
anger,0.50,test,10988,If i could just get my line to block!  #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense #lineman,1
anger,0.40,test,11111,If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework,1
anger,0.30,test,11338,if i don't answer your 50 texts pls don't snap me,1
anger,0.35,test,11051,"if u have time 2 open a snap, u have time 2 respond",1
anger,0.60,test,11149,Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,1
anger,0.30,test,11367,"Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual",1
anger,0.50,test,11243,"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",1
anger,0.40,test,11460,"In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.",1
anger,0.40,test,11624,"interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ@latimes @NBCNews",1
anger,0.30,test,11372,is it an insult or compliment to be told i look like a really happy duck,1
anger,0.05,test,11467,Is there a perfume that smells like the smell of smokey incense because i would be all about that,1
anger,0.30,test,11266,It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami,1
anger,0.35,test,11324,Its worth noting that despite the animosity between the US president and the Israeli president they both behaved as gentleman.,1
anger,0.35,test,11613,Janice Griffith snap story  😍😍😍,1
anger,0.35,test,11216,jelly baby is my favourite insult,1
anger,0.50,test,11581,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,1
anger,0.55,test,11399,Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,1
anger,0.35,test,11638,Just love Matthew Parris! Political rage is good!,1
anger,0.30,test,11652,Just saw lil homie @NICKMERCS rage on cam.  Weren't roids a thing in the late 90's or has it come back? I'm lost...,1
anger,0.00,test,11589,just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,1
anger,0.65,test,11335,Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!,1
anger,0.65,test,11155,Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh,1
anger,0.60,test,11072,Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh,1
anger,0.90,test,11660,kenny - where were you born\nme - washington\nkenny - you fucking liar you were born in the fiery pits of hell,1
